[2026-07-19 12:59:01,527 ] 22 root - INFO-Initate the data ingestion 
[2026-07-19 12:59:06,900 ] 65 root - INFO-Performed train test split on the dataframe
[2026-07-19 12:59:06,901 ] 67 root - INFO-Exited split_data_as_train_test method of Data_Ingestion class 
[2026-07-19 12:59:06,901 ] 72 root - INFO-Exporting train and test file path.
[2026-07-19 12:59:06,994 ] 80 root - INFO-Exported train and test file path .
[2026-07-19 12:59:06,995 ] 24 root - INFO-Data Initiation Completed
[2026-07-19 12:59:07,011 ] 30 root - INFO-initiate teh data Valadation
[2026-07-19 12:59:07,098 ] 36 root - INFO-Required number of columns:2
[2026-07-19 12:59:07,098 ] 37 root - INFO-Data frame has columns :31
[2026-07-19 12:59:07,098 ] 36 root - INFO-Required number of columns:2
[2026-07-19 12:59:07,098 ] 37 root - INFO-Data frame has columns :31
[2026-07-19 12:59:07,098 ] 51 root - INFO-Checking numerical columns ...
[2026-07-19 12:59:07,098 ] 57 root - INFO-All numerical columns are present 
[2026-07-19 12:59:07,098 ] 51 root - INFO-Checking numerical columns ...
[2026-07-19 12:59:07,098 ] 57 root - INFO-All numerical columns are present 
[2026-07-19 12:59:07,378 ] 32 root - INFO-data valadatiion completed
[2026-07-19 12:59:07,378 ] 36 root - INFO-data Transformation started 
[2026-07-19 12:59:07,378 ] 71 root - INFO-Entered initate_data_transformatin method of DataTranformation class
[2026-07-19 12:59:07,378 ] 73 root - INFO-Starting data transformation 
[2026-07-19 12:59:07,412 ] 53 root - INFO-Entered get_data_transformer_pbject method of Transformation class
[2026-07-19 12:59:07,412 ] 58 root - INFO-Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-07-19 12:59:07,439 ] 50 root - INFO-Entered the save_object method of MainUtils class
[2026-07-19 12:59:07,443 ] 54 root - INFO-Exited the save_object method of MainUtils class
[2026-07-19 12:59:07,443 ] 50 root - INFO-Entered the save_object method of MainUtils class
[2026-07-19 12:59:07,447 ] 54 root - INFO-Exited the save_object method of MainUtils class
[2026-07-19 12:59:07,448 ] 41 root - INFO-data transformation created
[2026-07-19 12:59:07,448 ] 45 root - INFO-Model Training Started
[2026-07-19 13:04:22,208 ] 50 root - INFO-Entered the save_object method of MainUtils class
[2026-07-19 13:04:22,238 ] 54 root - INFO-Exited the save_object method of MainUtils class
[2026-07-19 13:04:22,239 ] 50 root - INFO-Entered the save_object method of MainUtils class
[2026-07-19 13:04:22,269 ] 54 root - INFO-Exited the save_object method of MainUtils class
[2026-07-19 13:04:22,269 ] 132 root - INFO-Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_19_2026_12_58_56\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9912637139374239, precision_score=0.9884521880064829, recall_score=0.9940912795436023), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9717244125846276, precision_score=0.9667194928684627, recall_score=0.9767814251401121))
[2026-07-19 13:04:22,272 ] 50 root - INFO-Model Training artifacgt crreated
